412,serious,Adjective,|serious  more|serious  most|
413,seven,Adjective,|||
414,seven and a half,Adjective,|||
415,seventh,Adjective,|||
416,seventy,Adjective,|||
417,seventy-two,Adjective,|||
418,several,Adjective,|||
419,severe,Adjective,|severe  more|severe  most|
420,sexual,Adjective,|sexual  more|sexual  most|
421,shallow,Adjective,|shallower|shallowest|
422,sharp,Adjective,|sharper|sharpest|
423,shiny,Adjective,|shinier|shiniest|
424,short,Adjective,|shorter|shortest|
425,shriveled,Adjective,|shriveled  more|shriveled  most|
426,sick,Adjective,|sicker|sickest|
427,silent,Adjective,|silent  more|silent  most|
428,similar,Adjective,|similar  more|similar  most|
429,simple,Adjective,|simpler|simplest|
430,sincere,Adjective,|sincere  more|sincere  most|
431,sinful,Adjective,|sinful  more|sinful  most|
432,six,Adjective,|||
433,sixth,Adjective,|||
434,sixty-two,Adjective,|||
435,sleepy,Adjective,|sleepier|sleepiest|
436,slow,Adjective,|slower|slowest|
437,small,Adjective,|smaller|smallest|
438,smooth,Adjective,|smoother|smoothest|
439,soft,Adjective,|softer|softest|
440,solid,Adjective,|solid  more|solid  most|
441,some,Adjective,|||
442,sore,Adjective,|sore  more|sore  most|
443,sorry,Adjective,|sorry  more|sorry  most|
444,sour,Adjective,|sour  more|sour  most|
445,southern,Adjective,|||
446,southwestern,Adjective,|||
447,special,Adjective,|special  more|special  most|
448,spiritual,Adjective,|spiritual  more|spiritual  most|
449,steep,Adjective,|steeper|steepest|
450,straight,Adjective,|straighter|straightest|
451,strange,Adjective,|stranger|strangest|
452,strict,Adjective,|stricter|strictest|
453,strong,Adjective,|stronger|strongest|
454,stubborn,Adjective,|stubborn  more|stubborn  most|
455,stupid,Adjective,|stupid  more|stupid  most|
456,successful,Adjective,|successful  more|successful  most|
457,sudden,Adjective,|||
458,surprised,Adjective,|surprised  more|surprised  most|
459,sweet,Adjective,|sweeter|sweetest|
460,tall,Adjective,|taller|tallest|
461,ten,Adjective,|||
462,ten and a half,Adjective,|||
463,tens,Adjective,|||
464,tenth,Adjective,|||
465,tenth,Adjective,|||
466,terrible,Adjective,|terrible  more|terrible  most|
467,terrified,Adjective,|terrified  more|terrified  most|
468,thick,Adjective,|thicker|thickest|
469,thin,Adjective,|thinner|thinnest|
470,third,Adjective,|||
471,thirsty,Adjective,|thirsty  more|thirsty  most|
472,thirteenth,Adjective,|||
473,thirty,Adjective,|||
474,thirty-second,Adjective,|||
475,thorny,Adjective,|thornier|thorniest|
476,thousands,Adjective,|||
477,three,Adjective,|||
478,three and a half,Adjective,|||
479,three hundred,Adjective,|||
480,tired,Adjective,|tired  more|tired  most|
481,top,Adjective,|||
482,total,Adjective,|||
483,traditional,Adjective,|||
484,troubled,Adjective,|troubled  more|troubled  most|
485,true,Adjective,|truer|truest|
486,twelfth,Adjective,|||
487,twelve,Adjective,|||
488,twentieth,Adjective,|||
489,twenty,Adjective,|||
490,twenty-one,Adjective,|||
491,twenty fifth,Adjective,|||
492,twenty five,Adjective,|||
493,two,Adjective,|||
494,two tenths,Adjective,|||
495,two thirds,Adjective,|||
496,ugly,Adjective,|uglier|ugliest|
497,unclean,Adjective,|unclean  more|unclean  most|
